timestamp,rx_bytes,tx_bytes,rx_packets,tx_packets
16:38:47,5430,6064,107,116
16:38:48,5192,5817,101,110
16:38:49,0,22,0,1
16:38:50,12481753,12272,24120,334
16:38:51,192396379,115297,370734,3267
16:38:52,78898938,93959,152640,2324
16:38:53,1875908,163956,5842,3258
16:38:54,0,22,0,1
16:38:55,29660,28721,561,568
16:38:56,452039,116928,2831,2311
16:38:57,3715535,83003,8261,1712
16:38:58,4499286,269685,12558,5194
16:38:59,11563332,156536,24201,3284
16:39:00,3454953,87083,7864,1778
16:39:01,4107595,2841,7915,87
16:39:02,31173839,14499,60021,448
16:39:03,53182441,11328349,103595,12889
16:39:04,81755917,55907,157895,1188
16:39:05,64702777,29240,124358,1023
16:39:06,36408052,16630,70504,531
16:39:07,53221477,42081376,64559,43213
16:39:08,32925075,32946064,33785,33830
16:39:09,29993209,30024087,30735,30809
16:39:10,29992579,30036646,30744,30836
16:39:11,29992269,30017463,30711,30797
16:39:12,33167475,33189880,33979,34056
16:39:13,38880881,38903988,39803,39837
16:39:14,17931862,17966810,18594,18628
16:39:15,29992313,29998239,30736,30735
16:39:16,29993749,30021261,30733,30804
16:39:17,29992450,30020437,30724,30803
16:39:18,29992798,30040141,30769,30804
16:39:19,29992608,30022802,30731,30829
16:39:20,33167295,33188495,33959,34056
16:39:21,38767659,37511850,39613,38448
16:39:22,32925287,33076308,33760,33932
16:39:23,13533077,12062316,13972,12584
16:39:24,31092315,31483451,31538,32237
16:39:25,29992321,30017873,30710,30794
16:39:26,29992594,30018192,30738,30769
16:39:27,29992455,30037991,30720,30790
16:39:28,29992632,30018960,30750,30766
16:39:29,33167845,34246211,34040,35059
16:39:30,38880863,37851187,39813,38866
16:39:31,17930822,17966825,18523,18547
16:39:32,27060141,27070762,27725,27762
16:39:33,32191828,32980377,33003,33826
16:39:34,29992381,30015706,30727,30786
16:39:35,29992344,30035370,30717,30781
16:39:36,29992350,30016732,30716,30807
16:39:37,33167591,33188694,34004,34018
16:39:38,36323471,35298691,37088,36231
16:39:39,35483146,34469866,36377,35469
16:39:40,14437875,14262051,15505,14809
16:39:41,29994538,30022539,30799,30810
16:39:42,29992802,30019741,30768,30816
16:39:43,29992629,30019842,30743,30773
16:39:44,29992679,30039762,30752,30811
16:39:45,29992576,30020715,30742,30785
16:39:46,33167695,33193228,34006,34045
16:39:48,44038406,38717049,48113,42698
16:39:49,17931785,17962288,18591,18629
16:39:50,85114103,77194916,117631,108517
16:39:51,29993174,30018088,30774,30784
16:39:52,29992472,30017365,30740,30791
16:39:53,29994780,30021107,30909,31014
16:39:54,30044345,30081316,31004,31007
16:39:55,34219807,34217279,45675,45429
16:39:56,29992658,30038523,30749,30808
16:39:57,47072904,47098474,53175,53428
16:39:58,1659161,1712366,2088,2150
16:39:59,43388696,44971356,49713,52031
16:40:00,36725587,35636088,37971,37490
16:40:01,31459554,30751701,32183,31558
16:40:02,30726094,30016179,31080,30773
16:40:03,29992429,30016321,30721,30801
16:40:04,29993128,30043793,30723,30808
16:40:05,29992490,30036584,30741,30837
16:40:06,29992381,30017369,30727,30787
16:40:07,18175201,18187023,18826,18838
16:40:08,29992865,31073266,30777,31824
16:40:09,35716260,35743973,36676,36720
16:40:10,30725948,30019348,31438,30785
16:40:11,31458255,32951877,32292,33737
16:40:12,29992366,30020170,30712,30767
16:40:13,29992478,30020603,30728,30768
16:40:14,44988875,45030210,46106,46209
16:40:15,2683,22441,192,214
16:40:16,33167205,33187815,33963,34030
16:40:17,32102339,32126570,32827,32926
16:40:18,36724925,35737367,37099,36651
16:40:19,32924786,32948521,33741,33766
16:40:20,29992633,30018964,30718,30794
16:40:21,29992660,30018403,30754,30795
16:40:22,29992819,30038012,30772,30781
16:40:23,29992618,30018996,30748,30758
16:40:24,18174199,18188485,18830,18861
16:40:25,38602453,38683424,39509,39579
16:40:26,29992671,30751508,30743,31499
16:40:27,32191129,31489828,32930,32335
16:40:28,29992317,30015199,30710,30744
16:40:29,29992367,30015724,30725,30765
16:40:30,29992467,30035584,30728,30782
16:40:31,44988549,45005499,46092,46116
16:40:32,4313,50044,225,294
16:40:33,6942246,5140,13388,150
16:40:34,0,22,0,1
16:40:35,4111453,5737,7978,139
16:40:36,729483,4169,1465,93
16:40:37,312,441,6,12
16:40:38,104,169,2,5
16:40:39,972,5448,19,29
16:40:40,369,426,7,10
16:40:41,0,22,0,1
16:40:42,23683477,24696,45778,685
16:40:43,15564709,59126,30880,1231
16:40:44,66,22,2,1
16:40:45,2208914,74480,5547,1480
16:40:46,102934,103177,2020,2029
16:40:47,2224467,5704423,4704,11085
16:40:48,2200925,1388,4238,50
16:40:49,130,1615,3,7
16:40:50,51,95,1,3
16:40:51,19502538,19335124,38392,38168
16:40:52,1758699,9543,3499,150
